1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.491598 yylex_token: end at WS
1706603282.491600 yylex_token: respawn-window
1706603282.491601 yylex_token: end at }
1706603282.491603 yylex_token: -k
1706603282.491605 yylex_token: end at WS
1706603282.491607 yylex_token: #{?pane_marked,Unmark,Mark}
1706603282.491609 yylex_token: end at WS
1706603282.491610 yylex_token: m
1706603282.491612 yylex_token: end at WS
1706603282.491614 yylex_token: select-pane
1706603282.491615 yylex_token: end at }
1706603282.491617 yylex_token: -m
1706603282.491619 yylex_token: end at WS
1706603282.491620 yylex_token: Rename
1706603282.491622 yylex_token: end at WS
1706603282.491623 yylex_token: n
1706603282.491625 yylex_token: end at WS
1706603282.491627 yylex_token: command-prompt
1706603282.491629 yylex_token: end at WS
1706603282.491630 yylex_token: -FI
1706603282.491632 yylex_token: end at WS
1706603282.491633 yylex_token: #W
1706603282.491635 yylex_token: end at WS
1706603282.491637 yylex_token: rename-window
1706603282.491641 yylex_token: end at WS
1706603282.491643 yylex_token: -t
1706603282.491645 yylex_token: end at WS
1706603282.491646 yylex_token: #{window_id}
1706603282.491648 yylex_token: end at WS
1706603282.491649 yylex_token: --
1706603282.491651 yylex_token: end at }
1706603282.491653 yylex_token: %%
1706603282.491655 yylex_token: end at WS
1706603282.491656 yylex_token: 
1706603282.491658 yylex_token: end at WS
1706603282.491660 yylex_token: New After
1706603282.491662 yylex_token: end at WS
1706603282.491664 yylex_token: w
1706603282.491666 yylex_token: end at WS
1706603282.491667 yylex_token: new-window
1706603282.491669 yylex_token: end at }
1706603282.491671 yylex_token: -a
1706603282.491673 yylex_token: end at WS
1706603282.491674 yylex_token: New At End
1706603282.491676 yylex_token: end at WS
1706603282.491677 yylex_token: W
1706603282.491679 yylex_token: end at }
1706603282.491681 yylex_token: new-window
1706603282.491684 cmd_parse_build_commands 0:0: bind
1706603282.491685 cmd_parse_build_commands 0:1: -n
1706603282.491687 cmd_parse_build_commands 0:2: M-MouseDown3Status
1706603282.491689 cmd_parse_build_commands 0:3 0:0: display-menu
1706603282.491691 cmd_parse_build_commands 0:3 0:1: -t=
1706603282.491693 cmd_parse_build_commands 0:3 0:2: -xW
1706603282.491695 cmd_parse_build_commands 0:3 0:3: -yW
1706603282.491696 cmd_parse_build_commands 0:3 0:4: -T
1706603282.491698 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1706603282.491700 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1706603282.491702 cmd_parse_build_commands 0:3 0:7: l
1706603282.491704 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1706603282.491705 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1706603282.491707 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1706603282.491709 cmd_parse_build_commands 0:3 0:10: r
1706603282.491711 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1706603282.491713 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1706603282.491715 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1706603282.491717 cmd_parse_build_commands 0:3 0:13: s
1706603282.491718 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1706603282.491720 cmd_parse_build_commands 0:3 0:15: 
1706603282.491722 cmd_parse_build_commands 0:3 0:16: Kill
1706603282.491724 cmd_parse_build_commands 0:3 0:17: X
1706603282.491725 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1706603282.491727 cmd_parse_build_commands 0:3 0:19: Respawn
1706603282.491729 cmd_parse_build_commands 0:3 0:20: R
1706603282.491731 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1706603282.491733 cmd_parse_build_commands 0:3 0:21 0:1: -k
1706603282.491734 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1706603282.491736 cmd_parse_build_commands 0:3 0:23: m
1706603282.491738 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1706603282.491740 cmd_parse_build_commands 0:3 0:24 0:1: -m
1706603282.491741 cmd_parse_build_commands 0:3 0:25: Rename
1706603282.491743 cmd_parse_build_commands 0:3 0:26: n
1706603282.491745 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1706603282.491747 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1706603282.491748 cmd_parse_build_commands 0:3 0:27 0:2: #W
1706603282.491750 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1706603282.491752 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1706603282.491754 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1706603282.491756 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1706603282.491758 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1706603282.491759 cmd_parse_build_commands 0:3 0:28: 
1706603282.491761 cmd_parse_build_commands 0:3 0:29: New After
1706603282.491763 cmd_parse_build_commands 0:3 0:30: w
1706603282.491764 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1706603282.491766 cmd_parse_build_commands 0:3 0:31 0:1: -a
1706603282.491768 cmd_parse_build_commands 0:3 0:32: New At End
1706603282.491770 cmd_parse_build_commands 0:3 0:33: W
1706603282.491771 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1706603282.491774 cmd_parse_build_commands 0:0: display-menu
1706603282.491775 cmd_parse_build_commands 0:1: -t=
1706603282.491777 cmd_parse_build_commands 0:2: -xW
1706603282.491779 cmd_parse_build_commands 0:3: -yW
1706603282.491780 cmd_parse_build_commands 0:4: -T
1706603282.491782 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1706603282.491784 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1706603282.491788 cmd_parse_build_commands 0:7: l
1706603282.491790 cmd_parse_build_commands 0:8 0:0: swap-window
1706603282.491791 cmd_parse_build_commands 0:8 0:1: -t:-1
1706603282.491793 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1706603282.491795 cmd_parse_build_commands 0:10: r
1706603282.491797 cmd_parse_build_commands 0:11 0:0: swap-window
1706603282.491799 cmd_parse_build_commands 0:11 0:1: -t:+1
1706603282.491801 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1706603282.491802 cmd_parse_build_commands 0:13: s
1706603282.491804 cmd_parse_build_commands 0:14 0:0: swap-window
1706603282.491806 cmd_parse_build_commands 0:15: 
1706603282.491808 cmd_parse_build_commands 0:16: Kill
1706603282.491809 cmd_parse_build_commands 0:17: X
1706603282.491811 cmd_parse_build_commands 0:18 0:0: kill-window
1706603282.491813 cmd_parse_build_commands 0:19: Respawn
1706603282.491815 cmd_parse_build_commands 0:20: R
1706603282.491817 cmd_parse_build_commands 0:21 0:0: respawn-window
1706603282.491818 cmd_parse_build_commands 0:21 0:1: -k
1706603282.491820 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1706603282.491822 cmd_parse_build_commands 0:23: m
1706603282.491824 cmd_parse_build_commands 0:24 0:0: select-pane
1706603282.491825 cmd_parse_build_commands 0:24 0:1: -m
1706603282.491827 cmd_parse_build_commands 0:25: Rename
1706603282.491829 cmd_parse_build_commands 0:26: n
1706603282.491830 cmd_parse_build_commands 0:27 0:0: command-prompt
1706603282.491832 cmd_parse_build_commands 0:27 0:1: -FI
1706603282.491834 cmd_parse_build_commands 0:27 0:2: #W
1706603282.491836 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1706603282.491838 cmd_parse_build_commands 0:27 0:3 0:1: -t
1706603282.491839 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1706603282.491841 cmd_parse_build_commands 0:27 0:3 0:3: --
1706603282.491843 cmd_parse_build_commands 0:27 0:3 0:4: %%
1706603282.491845 cmd_parse_build_commands 0:28: 
1706603282.491846 cmd_parse_build_commands 0:29: New After
1706603282.491848 cmd_parse_build_commands 0:30: w
1706603282.491850 cmd_parse_build_commands 0:31 0:0: new-window
1706603282.491852 cmd_parse_build_commands 0:31 0:1: -a
1706603282.491853 cmd_parse_build_commands 0:32: New At End
1706603282.491855 cmd_parse_build_commands 0:33: W
1706603282.491857 cmd_parse_build_commands 0:34 0:0: new-window
1706603282.491860 cmd_parse_build_commands 0:0: swap-window
1706603282.491861 cmd_parse_build_commands 0:1: -t:-1
1706603282.491866 args_parse_flags: next -t:-1
1706603282.491868 args_parse_flag_argument: -t = :-1
1706603282.491869 args_parse: flags end at 2 of 2
1706603282.491872 cmd_parse_build_commands: swap-window -t :-1
1706603282.491874 cmd_parse_build_commands 0:0: swap-window
1706603282.491876 cmd_parse_build_commands 0:1: -t:+1
1706603282.491880 args_parse_flags: next -t:+1
1706603282.491882 args_parse_flag_argument: -t = :+1
1706603282.491884 args_parse: flags end at 2 of 2
1706603282.491887 cmd_parse_build_commands: swap-window -t :+1
1706603282.491889 cmd_parse_build_commands 0:0: swap-window
1706603282.491893 args_parse: flags end at 1 of 1
1706603282.491895 cmd_parse_build_commands: swap-window
1706603282.491897 cmd_parse_build_commands 0:0: kill-window
1706603282.491901 args_parse: flags end at 1 of 1
1706603282.491903 cmd_parse_build_commands: kill-window
1706603282.491905 cmd_parse_build_commands 0:0: respawn-window
1706603282.491906 cmd_parse_build_commands 0:1: -k
1706603282.491910 args_parse_flags: next -k
1706603282.491912 args_parse_flags: -k
1706603282.491913 args_parse: flags end at 2 of 2
1706603282.491916 cmd_parse_build_commands: respawn-window -k
1706603282.491918 cmd_parse_build_commands 0:0: select-pane
1706603282.491919 cmd_parse_build_commands 0:1: -m
1706603282.491923 args_parse_flags: next -m
1706603282.491925 args_parse_flags: -m
1706603282.491926 args_parse: flags end at 2 of 2
1706603282.491929 cmd_parse_build_commands: select-pane -m
1706603282.491935 cmd_parse_build_commands 0:0: command-prompt
1706603282.491938 cmd_parse_build_commands 0:1: -FI
1706603282.491940 cmd_parse_build_commands 0:2: #W
1706603282.491942 cmd_parse_build_commands 0:3 0:0: rename-window
1706603282.491944 cmd_parse_build_commands 0:3 0:1: -t
1706603282.491945 cmd_parse_build_commands 0:3 0:2: #{window_id}
1706603282.491947 cmd_parse_build_commands 0:3 0:3: --
1706603282.491949 cmd_parse_build_commands 0:3 0:4: %%
1706603282.491951 cmd_parse_build_commands 0:0: rename-window
1706603282.491953 cmd_parse_build_commands 0:1: -t
1706603282.491955 cmd_parse_build_commands 0:2: #{window_id}
1706603282.491957 cmd_parse_build_commands 0:3: --
1706603282.491958 cmd_parse_build_commands 0:4: %%
1706603282.491962 args_parse_flags: next -t
1706603282.491964 args_parse_flag_argument: -t = #{window_id}
1706603282.491966 args_parse_flags: next --
1706603282.491967 args_parse: flags end at 4 of 5
1706603282.491969 args_parse: 4 = %% (type STRING)
1706603282.491972 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1706603282.491974 args_parse_flags: next -FI
1706603282.491976 args_parse_flags: -F
1706603282.491978 args_parse_flag_argument: -I = #W
1706603282.491980 args_parse: flags end at 3 of 4
1706603282.491983 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1706603282.491988 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1706603282.491991 cmd_parse_build_commands 0:0: new-window
1706603282.491993 cmd_parse_build_commands 0:1: -a
1706603282.491996 args_parse_flags: next -a
1706603282.491998 args_parse_flags: -a
1706603282.491999 args_parse: flags end at 2 of 2
1706603282.492002 cmd_parse_build_commands: new-window -a
1706603282.492004 cmd_parse_build_commands 0:0: new-window
1706603282.492007 args_parse: flags end at 1 of 1
1706603282.492009 cmd_parse_build_commands: new-window
1706603282.492011 args_parse_flags: next -t=
1706603282.492013 args_parse_flag_argument: -t = =
1706603282.492015 args_parse_flags: next -xW
1706603282.492017 args_parse_flag_argument: -x = W
1706603282.492018 args_parse_flags: next -yW
1706603282.492020 args_parse_flag_argument: -y = W
1706603282.492021 args_parse_flags: next -T
1706603282.492024 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1706603282.492026 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1706603282.492027 args_parse: flags end at 6 of 35
1706603282.492029 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1706603282.492031 args_parse: 7 = l (type STRING)
1706603282.492034 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1706603282.492036 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1706603282.492038 args_parse: 10 = r (type STRING)
1706603282.492041 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1706603282.492043 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1706603282.492045 args_parse: 13 = s (type STRING)
1706603282.492047 args_parse: 14 = swap-window (type COMMANDS)
1706603282.492049 args_parse: 15 =  (type STRING)
1706603282.492051 args_parse: 16 = Kill (type STRING)
1706603282.492052 args_parse: 17 = X (type STRING)
1706603282.492054 args_parse: 18 = kill-window (type COMMANDS)
1706603282.492056 args_parse: 19 = Respawn (type STRING)
1706603282.492059 args_parse: 20 = R (type STRING)
1706603282.492061 args_parse: 21 = respawn-window -k (type COMMANDS)
1706603282.492063 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1706603282.492065 args_parse: 23 = m (type STRING)
1706603282.492068 args_parse: 24 = select-pane -m (type COMMANDS)
1706603282.492070 args_parse: 25 = Rename (type STRING)
1706603282.492072 args_parse: 26 = n (type STRING)
1706603282.492077 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1706603282.492079 args_parse: 28 =  (type STRING)
1706603282.492081 args_parse: 29 = New After (type STRING)
1706603282.492083 args_parse: 30 = w (type STRING)
1706603282.492085 args_parse: 31 = new-window -a (type COMMANDS)
1706603282.492089 args_parse: 32 = New At End (type STRING)
1706603282.492091 args_parse: 33 = W (type STRING)
1706603282.492093 args_parse: 34 = new-window (type COMMANDS)
1706603282.492123 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1706603282.492125 args_parse_flags: next -n
1706603282.492127 args_parse_flags: -n
1706603282.492128 args_parse_flags: next M-MouseDown3Status
1706603282.492130 args_parse: flags end at 2 of 4
1706603282.492132 args_parse: 2 = M-MouseDown3Status (type STRING)
1706603282.492160 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1706603282.492191 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1706603282.492196 cmdq_get_command: [bind-key/0xaaab51e83730] group 1070
1706603282.492198 cmdq_append <global>: [bind-key/0xaaab51e83730]
1706603282.492200 yylex_token: end at WS
1706603282.492201 yylex_token: bind
1706603282.492203 yylex_token: end at WS
1706603282.492204 yylex_token: -n
1706603282.492206 yylex_token: end at WS
1706603282.492208 yylex_token: MouseDown3Pane
1706603282.492210 yylex_token: end at WS
1706603282.492211 yylex_token: if
1706603282.492213 yylex_token: end at WS
1706603282.492215 yylex_token: -Ft=
1706603282.492218 yylex_token: end at WS
1706603282.492220 yylex_token: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1706603282.492222 yylex_token: end at WS
1706603282.492224 yylex_token: select-pane
1706603282.492226 yylex_token: end at ;
1706603282.492227 yylex_token: -t=
1706603282.492229 yylex_token: end at WS
1706603282.492231 yylex_token: send
1706603282.492232 yylex_token: end at WS
1706603282.492234 yylex_token: -M
1706603282.492236 yylex_token: end at WS
1706603282.492237 yylex_token: display-menu
1706603282.492239 yylex_token: end at WS
1706603282.492241 yylex_token: -t=
1706603282.492243 yylex_token: end at WS
1706603282.492244 yylex_token: -xM
1706603282.492246 yylex_token: end at WS
